Year,Month,Day,Time(hhmmss.mm)UTC,Latitude,Longitude,Magnitude,Depth,Catalog
  1985,04,10,075340.41, 24.929, 122.646,   ,155,PDE  
  1985,04,10,205717.33, 24.801, 122.176,   , 10,PDE  
  1985,04,11,061653.94, 23.956, 122.454,   , 10,PDE  
  1985,04,20,084929.89, 24.248, 122.308,   , 10,PDE  
  1985,04,21,024542.86, 24.546, 121.699,   , 60,PDE  
  1985,04,21,231619.69, 24.352, 122.935,   , 33,PDE  
  1985,04,23,081211.82, 23.796, 121.871,   , 32,PDE  
  1985,04,23,171457.53, 23.592, 122.120,   , 10,PDE  
  1985,04,25,000145.18, 23.839, 121.785,   , 10,PDE  
  1985,04,28,214834.61, 23.775, 121.688,   , 33,PDE  
  1985,04,30,084529.13, 24.763, 125.302,5.3, 56,PDE  
  1985,05,01,075225.31, 24.092, 122.693,   , 33,PDE  
  1985,05,12,230005.01, 24.381, 122.238,4.6, 37,PDE  
  1985,05,15,220827.26, 24.095, 122.526,4.2, 10,PDE  
  1985,05,19,001313.28, 23.726, 121.779,   , 33,PDE  
  1985,05,20,111300.35, 23.359, 122.165,   , 10,PDE  
  1985,05,20,135040.42, 24.425, 121.908,   , 10,PDE  
  1985,05,24,225314.28, 24.450, 121.890,   , 10,PDE  
  1985,05,25,150914.85, 25.050, 121.935,   ,144,PDE  
  1985,05,31,044639.53, 24.813, 122.073,3.7,109,PDE  
  1985,05,31,151710.89, 23.985, 122.584,4.2, 33,PDE  
  1985,06,01,181614.09, 24.472, 121.674,   , 10,PDE  
  1985,06,04,100319.53, 24.202, 121.799,   , 10,PDE  
  1985,06,04,145623.90, 23.796, 121.748,   , 31,PDE  
  1985,06,06,133128.79, 24.203, 121.852,   , 10,PDE  
  1985,06,07,113355.70, 23.725, 122.381,   , 10,PDE  
  1985,06,09,190757.24, 24.547, 122.427,   , 10,PDE  
  1985,06,12,132313.60, 24.621, 122.337,4.3, 30,PDE  
  1985,06,12,172251.67, 24.585, 122.078,5.8, 27,PDE  
  1985,06,12,181102.17, 24.549, 122.746,   , 10,PDE  
  1985,06,12,182554.48, 24.572, 122.729,   , 10,PDE  
  1985,06,12,203409.43, 24.485, 122.300,4.3, 10,PDE  
  1985,06,13,015330.81, 24.545, 122.070,   , 10,PDE  
  1985,06,13,031517.14, 24.534, 122.095,   , 10,PDE  
  1985,06,13,111959.02, 24.112, 121.698,   ,  7,PDE  
  1985,06,13,123200.47, 24.507, 122.261,4.1, 10,PDE  
  1985,06,13,135631.36, 24.662, 122.518,   , 10,PDE  
  1985,06,13,194708.38, 24.543, 122.064,   , 10,PDE  
  1985,06,14,032024.94, 24.532, 122.027,   , 10,PDE  
  1985,06,14,055853.21, 24.789, 121.951,   , 10,PDE  
  1985,06,14,102021.67, 24.535, 122.048,   , 10,PDE  
  1985,06,15,080138.96, 24.678, 122.422,3.9, 10,PDE  
  1985,06,15,100140.77, 24.579, 122.023,3.9, 10,PDE  
  1985,06,15,100226.40, 24.611, 122.410,4.6, 10,PDE  
  1985,06,15,210115.18, 24.670, 122.489,4.3, 10,PDE  
  1985,06,18,050727.99, 24.705, 121.752,   , 33,PDE  
  1985,06,18,055323.14, 24.029, 122.463,4.3, 32,PDE  
  1985,06,19,032952.69, 24.542, 121.981,   , 10,PDE  
  1985,06,20,065534.30, 24.609, 122.391,4.2, 10,PDE  
  1985,06,21,152621.02, 23.685, 122.973,4.0, 33,PDE  
  1985,06,26,011723.99, 24.334, 122.790,   , 10,PDE  
  1985,07,01,231817.24, 24.588, 122.135,3.7, 10,PDE  
  1985,07,02,105804.73, 23.861, 122.060,   , 33,PDE  
  1985,07,02,114423.50, 24.536, 121.997,   , 10,PDE  
  1985,07,02,155656.83, 24.110, 122.172,   , 10,PDE  
  1985,07,03,165519.44, 24.011, 121.714,   , 10,PDE  
  1985,07,04,141616.08, 24.615, 122.385,4.8, 10,PDE  
  1985,07,08,201147.74, 24.550, 121.998,   , 10,PDE  
  1985,07,09,184744.47, 24.547, 122.130,   , 10,PDE  
  1985,07,10,170620.02, 24.199, 121.745,4.8, 35,PDE  
  1985,07,12,095552.51, 24.763, 125.335,4.5, 53,PDE  
  1985,07,13,172921.72, 23.900, 122.369,4.0, 33,PDE  
  1985,07,15,085259.45, 25.245, 123.324,4.7,193,PDE  
  1985,07,16,032154.99, 23.648, 121.728,   , 33,PDE  
  1985,07,21,124559.37, 24.588, 121.828,   , 10,PDE  
  1985,07,22,103706.63, 24.112, 121.696,   , 21,PDE  
  1985,07,22,114951.05, 24.947, 122.309,3.8,105,PDE  
  1985,07,27,171700.95, 24.328, 125.321,4.5, 49,PDE  
  1985,08,01,205216.93, 24.467, 123.465,4.6, 33,PDE  
  1985,08,02,004703.32, 23.890, 122.851,   , 10,PDE  
  1985,08,05,123434.23, 24.182, 122.409,   , 10,PDE  
  1985,08,05,130039.30, 24.394, 121.886,5.5, 10,PDE  
  1985,08,05,130235.13, 24.382, 121.794,4.8, 10,PDE  
  1985,08,05,131820.04, 24.419, 121.996,4.4, 10,PDE  
  1985,08,05,152105.17, 24.383, 121.999,   , 10,PDE  
  1985,08,06,092301.14, 24.372, 121.853,   , 10,PDE  
  1985,08,08,000940.05, 24.530, 122.030,   , 10,PDE  
  1985,08,08,042633.08, 24.416, 121.834,3.7, 10,PDE  
  1985,08,11,065233.46, 24.412, 121.948,   , 10,PDE  
  1985,08,11,084252.54, 24.442, 121.944,   , 10,PDE  
  1985,08,11,212254.22, 24.423, 121.844,   , 10,PDE  
  1985,08,11,233850.29, 24.351, 122.262,   , 10,PDE  
  1985,08,12,000400.92, 24.080, 122.700,   , 10,PDE  
  1985,08,12,002133.39, 24.837, 121.762,4.4, 32,PDE  
  1985,08,12,003746.50, 24.788, 122.105,   , 10,PDE  
  1985,08,12,120450.31, 24.406, 121.936,   , 10,PDE  
  1985,08,12,141313.81, 24.393, 121.903,   , 10,PDE  
  1985,08,13,125758.10, 24.407, 121.899,   , 10,PDE  
  1985,08,13,191123.98, 24.197, 121.878,   , 10,PDE  
  1985,08,15,232252.20, 24.847, 123.492,4.9,118,PDE  
  1985,08,24,052623.03, 24.254, 125.685,4.0, 33,PDE  
  1985,08,26,032510.96, 24.634, 122.514,4.1, 10,PDE  
  1985,08,26,113153.25, 24.384, 121.927,   , 10,PDE  
  1985,08,26,195047.22, 24.434, 121.816,   , 10,PDE  
  1985,08,28,164757.23, 24.440, 121.755,   , 10,PDE  
  1985,08,29,144038.98, 24.147, 122.252,4.6, 43,PDE  
  1985,08,29,225820.79, 24.531, 122.234,4.5, 10,PDE  
  1985,08,30,150949.83, 24.437, 122.036,3.7, 28,PDE  
  1985,08,30,151143.83, 24.410, 121.826,   , 10,PDE  
  1985,09,01,105719.50, 24.654, 122.975,3.8, 33,PDE  
  1985,09,01,143608.15, 24.309, 121.999,   , 10,PDE  
  1985,09,05,101407.85, 24.085, 121.820,   , 10,PDE  
  1985,09,05,162040.25, 24.401, 121.848,   , 10,PDE  
  1985,09,06,053929.81, 24.726, 123.815,   , 33,PDE  
  1985,09,06,120345.52, 23.330, 121.895,3.6, 33,PDE  
  1985,09,06,121441.40, 24.729, 122.042,   , 10,PDE  
  1985,09,10,085729.71, 24.553, 122.890,5.1,105,PDE  
  1985,09,12,001634.63, 24.135, 122.447,   , 10,PDE  
  1985,09,13,174649.18, 23.692, 121.684,3.8, 27,PDE  
  1985,09,13,183421.31, 23.945, 122.562,4.9, 35,PDE  
  1985,09,19,023428.52, 24.166, 125.215,4.9, 33,PDE  
  1985,09,19,164343.51, 24.502, 122.547,   , 33,PDE  
  1985,09,20,073022.53, 24.459, 123.533,   , 33,PDE  
  1985,09,20,142643.95, 24.517, 122.162,4.0, 10,PDE  
  1985,09,20,150123.57, 24.593, 122.280,5.3, 18,PDE  
  1985,09,20,152256.85, 24.609, 122.145,   , 33,PDE  
  1985,09,22,111907.89, 24.408, 121.867,   , 10,PDE  
  1985,09,27,051325.23, 24.139, 121.816,   , 33,PDE  
  1985,10,01,151044.58, 24.412, 123.745,3.7, 33,PDE  
  1985,10,04,142707.93, 24.727, 121.995,4.2, 10,PDE  
  1985,10,04,155012.12, 24.543, 122.043,   , 10,PDE  
  1985,10,06,010057.59, 24.233, 125.191,4.9, 43,PDE  
  1985,10,06,235133.21, 22.963, 122.080,3.8, 31,PDE  
  1985,10,16,111625.31, 24.450, 123.172,   , 33,PDE  
  1985,10,23,094645.76, 23.705, 121.720,   , 28,PDE  
  1985,10,23,232740.51, 24.138, 121.727,4.4, 32,PDE  
  1985,10,23,233523.07, 24.151, 121.805,   , 10,PDE  
  1985,10,24,233230.18, 24.279, 121.860,   , 10,PDE  
  1985,10,24,234436.80, 23.265, 123.896,4.0, 33,PDE  
  1985,10,25,061852.47, 24.294, 121.981,4.2, 20,PDE  
  1985,10,26,033038.63, 24.426, 121.873,4.4, 10,PDE  
  1985,10,26,125647.90, 24.483, 122.834,4.0, 92,PDE  
  1985,10,26,230339.27, 24.378, 121.906,   , 10,PDE  
  1985,10,28,200924.46, 24.568, 122.200,4.1, 10,PDE  
  1985,10,29,084956.18, 24.893, 124.020,   , 33,PDE  
  1985,10,31,104019.15, 24.236, 121.838,   , 10,PDE  
  1985,10,31,110157.17, 24.269, 121.753,   , 10,PDE  
  1985,11,02,001330.64, 24.800, 122.184,5.2, 84,PDE  
  1985,11,02,144355.39, 24.117, 121.698,   , 10,PDE  
  1985,11,02,170632.48, 24.108, 121.705,   , 10,PDE  
  1985,11,03,002119.10, 23.985, 121.965,   , 10,PDE  
  1985,11,03,093528.03, 24.365, 123.010,4.7, 52,PDE  
  1985,11,07,052515.08, 24.742, 122.009,4.8, 90,PDE  
  1985,11,07,055140.91, 24.195, 122.223,   , 10,PDE  
  1985,11,07,211617.21, 24.351, 122.234,4.7, 26,PDE  
  1985,11,08,174601.76, 24.342, 121.979,   , 10,PDE  
  1985,11,11,043502.32, 24.399, 121.862,   , 10,PDE  
  1985,11,13,052202.81, 24.653, 122.998,   , 33,PDE  
  1985,11,17,004710.15, 24.988, 126.955,4.8, 27,PDE  
  1985,11,17,103222.77, 24.182, 123.022,   , 10,PDE  
  1985,11,18,170149.51, 23.991, 122.388,4.8, 17,PDE  
  1985,11,20,100930.70, 23.595, 122.899,4.3, 10,PDE  
  1985,11,22,121806.03, 24.650, 124.953,4.5, 38,PDE  
  1985,11,23,044749.67, 24.120, 122.165,   , 10,PDE  
  1985,11,24,003634.15, 24.093, 122.411,4.5, 43,PDE  
  1985,11,24,081534.36, 24.752, 121.684,   , 10,PDE  
  1985,11,25,121143.58, 24.737, 122.599,   , 33,PDE  
  1985,11,25,175830.59, 23.156, 123.872,4.9, 10,PDE  
  1985,11,26,085630.44, 24.114, 125.176,5.2, 29,PDE  
  1985,11,26,094200.95, 24.097, 125.317,4.5, 33,PDE  
  1985,11,26,100503.50, 24.139, 125.177,5.9, 20,PDE  
  1985,11,26,132357.78, 24.140, 125.148,5.0, 35,PDE  
  1985,11,26,183013.70, 24.209, 125.233,5.0, 42,PDE  
  1985,11,27,072114.85, 23.800, 121.727,   , 10,PDE  
  1985,11,27,124647.65, 24.087, 121.813,   , 10,PDE  
  1985,11,27,153836.73, 24.122, 125.192,4.4, 49,PDE  
  1985,11,27,180923.06, 24.916, 122.674,4.6, 10,PDE  
  1985,11,27,181943.31, 24.835, 122.330,   , 10,PDE  
  1985,11,27,220041.52, 24.780, 123.431,   , 33,PDE  
  1985,11,30,174813.80, 24.357, 121.992,   , 10,PDE  
  1985,12,01,002457.12, 23.391, 121.723,   , 26,PDE  
  1985,12,01,044458.49, 24.648, 122.052,   , 10,PDE  
  1985,12,01,212941.89, 24.267, 121.865,   , 10,PDE  
  1985,12,02,001132.21, 23.903, 122.817,   , 10,PDE  
  1985,12,02,064133.24, 23.680, 122.484,   , 10,PDE  
  1985,12,03,215837.95, 24.877, 122.086,4.6, 10,PDE  
  1985,12,03,230754.66, 24.384, 121.879,   , 10,PDE  
  1985,12,04,112943.14, 24.483, 123.259,3.6, 33,PDE  
  1985,12,05,032219.10, 24.293, 121.818,   , 10,PDE  
  1985,12,05,032850.19, 24.286, 121.822,   , 10,PDE  
  1985,12,08,170158.37, 24.591, 123.360,   , 33,PDE  
  1985,12,09,084729.01, 23.857, 121.847,   , 33,PDE  
  1985,12,09,134544.88, 23.243, 122.216,   , 10,PDE  
  1985,12,12,073744.96, 24.757, 121.957,   , 10,PDE  
  1985,12,13,033131.64, 24.858, 122.192,   ,102,PDE  
  1985,12,15,050730.84, 23.267, 121.804,   , 33,PDE  
  1985,12,19,080145.06, 24.212, 122.954,   , 10,PDE  
  1985,12,19,112656.98, 25.025, 123.708,4.1,136,PDE  
  1985,12,21,101043.09, 24.596, 125.745,5.3, 57,PDE  
  1985,12,24,144249.09, 23.824, 122.381,4.9, 44,PDE  
  1985,12,24,144822.90, 23.745, 122.503,   , 10,PDE  
  1985,12,26,170547.80, 23.762, 122.025,   , 10,PDE  
  1985,12,27,065404.54, 23.398, 121.944,   , 10,PDE  
  1985,12,27,140541.74, 24.556, 122.069,   , 10,PDE  
  1985,12,28,023944.69, 24.361, 121.716,   , 33,PDE  
  1985,12,28,122437.12, 24.723, 121.825,   , 10,PDE  
  1985,12,28,122517.96, 24.726, 121.873,   , 10,PDE  
  1985,12,29,094539.34, 24.475, 121.814,   , 13,PDE  
  1985,12,29,154206.40, 24.559, 121.935,   , 10,PDE  
  1985,12,29,184317.52, 23.970, 122.575,3.7, 10,PDE  
  1985,12,30,004436.92, 24.576, 122.034,   , 10,PDE  
  1986,01,01,021716.38, 24.015, 125.965,4.2, 33,PDE  
  1986,01,13,084223.93, 24.778, 122.956,5.0, 10,PDE  
  1986,01,13,092738.70, 24.703, 122.919,4.8, 10,PDE  
  1986,01,13,115718.88, 23.475, 123.894,5.2, 23,PDE  
  1986,01,14,115748.83, 24.825, 123.025,5.1, 33,PDE  
  1986,01,14,185630.68, 24.783, 122.955,5.1, 35,PDE  
  1986,01,14,190506.41, 24.823, 122.976,5.1, 33,PDE  
  1986,01,15,044337.38, 24.794, 123.063,4.8, 33,PDE  
  1986,01,15,173026.25, 24.808, 122.968,4.9, 33,PDE  
  1986,01,16,000240.94, 24.753, 122.815,4.6, 33,PDE  
  1986,01,16,103255.32, 24.741, 122.848,4.7, 33,PDE  
  1986,01,16,113537.48, 24.386, 125.517,4.8, 83,PDE  
  1986,01,16,130431.35, 24.771, 122.013,5.8, 12,PDE  
  1986,01,16,184533.99, 25.065, 124.983,4.5, 33,PDE  
  1986,01,16,205045.13, 24.658, 123.109,4.6, 17,PDE  
  1986,01,16,233332.53, 25.224, 124.968,4.8, 33,PDE  
  1986,01,17,000952.69, 25.161, 124.942,4.7, 26,PDE  
  1986,01,17,002302.29, 23.786, 126.945,4.7, 33,PDE  
  1986,01,17,013104   , 25.161, 125.007,4.7, 33,PDE  
  1986,01,17,161646.40, 25.167, 124.873,4.6, 33,PDE  
  1986,01,19,062956.04, 25.051, 125.045,4.9, 33,PDE  
  1986,01,20,192820.86, 24.825, 122.720,4.5, 33,PDE  
  1986,01,20,210921.95, 24.815, 122.937,4.5, 33,PDE  
  1986,01,20,220115.38, 24.812, 122.853,4.7, 33,PDE  
  1986,01,21,100538.17, 24.546, 122.642,4.5, 33,PDE  
  1986,01,27,024358.44, 23.415, 123.878,4.9, 23,PDE  
  1986,01,28,024940.43, 24.965, 122.061,4.2, 25,PDE  
  1986,01,28,034041.74, 24.781, 122.917,4.6, 33,PDE  
  1986,01,31,050240.73, 24.790, 122.974,4.6, 29,PDE  
  1986,02,02,184747.24, 24.883, 123.120,4.8, 10,PDE  
  1986,02,12,030819.85, 23.892, 122.012,4.3, 33,PDE  
  1986,02,18,122435.01, 24.854, 122.863,   , 33,PDE  
  1986,02,24,174648.37, 24.222, 125.247,4.5, 33,PDE  
  1986,02,27,062313.74, 24.022, 122.249,5.8, 44,PDE  
  1986,02,27,073656.06, 23.993, 122.489,5.1, 31,PDE  
  1986,03,07,223032.30, 24.258, 123.414,5.0, 64,PDE  
  1986,03,11,182345.37, 23.982, 122.381,4.6, 33,PDE  
  1986,03,13,192733.61, 24.338, 124.522,4.2, 33,PDE  
  1986,03,15,010548.61, 24.736, 123.108,4.5, 33,PDE  
  1986,03,15,184726.80, 24.871, 122.909,4.1, 33,PDE  
  1986,03,16,023917.84, 24.788, 122.888,4.9, 33,PDE  
  1986,03,16,150904.82, 24.823, 122.952,4.7, 33,PDE  
  1986,03,17,071215.66, 24.854, 122.896,4.7, 33,PDE  
  1986,03,18,091330.91, 24.741, 123.075,4.8, 33,PDE  
  1986,03,19,030019.35, 24.748, 122.915,5.0, 33,PDE  
  1986,03,19,213518.24, 24.779, 122.950,4.7, 33,PDE  
  1986,03,22,071518.05, 24.359, 122.518,4.5, 33,PDE  
  1986,03,22,081800.80, 24.699, 122.813,4.8, 26,PDE  
  1986,03,22,083253.50, 24.827, 122.901,5.0, 33,PDE  
  1986,03,22,083818.83, 24.683, 122.823,4.5, 33,PDE  
  1986,03,22,084744.28, 24.688, 122.773,4.9, 39,PDE  
  1986,03,22,085414.66, 24.727, 122.876,5.1, 33,PDE  
  1986,03,22,090031.26, 25.242, 123.883,4.4, 33,PDE  
  1986,03,22,090403.49, 24.292, 122.926,5.0, 33,PDE  
  1986,03,22,090858.43, 24.871, 122.962,4.6, 33,PDE  
  1986,03,22,091047.39, 24.780, 122.770,4.6, 33,PDE  
  1986,03,22,091616.12, 24.732, 122.823,4.6, 33,PDE  
  1986,03,22,092030.29, 24.705, 122.836,4.5, 33,PDE  
  1986,03,22,092201.57, 24.742, 122.865,5.3, 33,PDE  
  1986,03,22,093318.78, 24.784, 122.901,5.1, 33,PDE  
  1986,03,22,094125.99, 24.952, 122.913,5.0, 33,PDE  
  1986,03,22,094313.72, 24.636, 122.833,4.9, 33,PDE  
  1986,03,22,094805.56, 24.791, 122.878,5.3, 33,PDE  
  1986,03,22,095748.98, 24.739, 122.825,5.3, 36,PDE  
  1986,03,22,102250.06, 24.593, 122.865,5.0, 33,PDE  
  1986,03,22,103107.38, 24.753, 122.921,5.7, 33,PDE  
  1986,03,22,103750.50, 24.268, 122.752,4.7, 33,PDE  
  1986,03,22,105300.42, 24.840, 122.572,4.7, 33,PDE  
  1986,03,22,105458.83, 24.813, 122.952,5.2, 33,PDE  
  1986,03,22,110119.78, 24.802, 122.613,5.0, 33,PDE  
  1986,03,22,110548.27, 24.790, 122.944,5.0, 33,PDE  
  1986,03,22,111459.07, 24.763, 122.902,5.0, 33,PDE  
  1986,03,22,111936.19, 24.681, 122.778,5.4, 33,PDE  
  1986,03,22,112738.33, 24.550, 122.750,4.9, 33,PDE  
  1986,03,22,114003.81, 24.833, 122.878,4.8, 33,PDE  
  1986,03,22,114931.87, 24.943, 122.736,5.0, 33,PDE  
  1986,03,22,115611.97, 24.852, 122.947,5.1, 33,PDE  
  1986,03,22,120633.68, 24.669, 122.814,5.7, 33,PDE  
  1986,03,22,121634.89, 24.734, 122.630,5.1, 33,PDE  
  1986,03,22,123742.19, 24.868, 123.046,5.0, 33,PDE  
  1986,03,22,124939.73, 24.843, 122.852,4.9, 33,PDE  
  1986,03,22,125037.83, 24.755, 122.930,5.1, 33,PDE  
  1986,03,22,125703.44, 24.759, 122.933,5.3, 33,PDE  
  1986,03,22,130054.55, 24.857, 123.270,4.9, 33,PDE  
  1986,03,22,130522.02, 24.761, 123.011,4.7, 33,PDE  
  1986,03,22,132731.50, 24.910, 123.027,4.7, 33,PDE  
  1986,03,22,132850.11, 24.481, 122.922,4.9, 33,PDE  
  1986,03,22,133358.38, 24.843, 123.063,5.4, 33,PDE  
  1986,03,22,135534.25, 24.916, 123.186,5.1, 33,PDE  
  1986,03,22,140055.81, 24.698, 122.893,4.7, 33,PDE  
  1986,03,22,140224.89, 24.826, 123.012,4.9, 33,PDE  
  1986,03,22,142442.48, 24.759, 123.382,4.7, 33,PDE  
  1986,03,22,142717.75, 24.726, 123.015,5.5, 33,PDE  
  1986,03,22,144604.22, 24.700, 122.854,5.1, 33,PDE  
  1986,03,22,160627.99, 24.695, 122.997,4.7, 33,PDE  
  1986,03,22,163155.01, 24.750, 122.938,4.5, 33,PDE  
  1986,03,22,164315.42, 24.816, 122.395,4.6, 33,PDE  
  1986,03,22,165033.20, 24.839, 123.049,4.9, 33,PDE  
  1986,03,22,170701.43, 24.584, 122.739,4.9, 33,PDE  
  1986,03,22,173153.55, 24.851, 122.551,4.5, 33,PDE  
  1986,03,22,175504.15, 24.617, 123.160,5.0, 33,PDE  
  1986,03,22,181429.71, 24.553, 122.638,4.9, 42,PDE  
  1986,03,22,183109.21, 24.654, 123.124,4.8, 33,PDE  
  1986,03,22,183704.83, 24.449, 122.650,4.9, 33,PDE  
  1986,03,22,184455.85, 24.689, 123.314,4.5, 33,PDE  
  1986,03,22,184532.74, 24.812, 123.212,5.2, 33,PDE  
  1986,03,22,193135.77, 24.634, 123.081,4.8, 33,PDE  
  1986,03,22,195134.13, 24.750, 122.840,4.6, 33,PDE  
  1986,03,22,202649.26, 24.758, 122.868,4.9, 33,PDE  
  1986,03,22,202944.69, 24.841, 123.295,4.7, 33,PDE  
  1986,03,22,204819.43, 24.701, 122.975,5.0, 33,PDE  
  1986,03,22,210104.65, 24.749, 122.821,4.8, 33,PDE  
  1986,03,22,213240.44, 24.723, 122.896,4.7, 33,PDE  
  1986,03,22,233920.78, 24.754, 122.788,4.8, 33,PDE  
  1986,03,22,235345.45, 24.764, 123.164,5.0, 19,PDE  
  1986,03,23,004657.74, 24.778, 122.885,4.7, 33,PDE  
  1986,03,23,014249.73, 24.827, 123.126,4.7, 33,PDE  
  1986,03,23,020456.80, 24.777, 123.133,4.7, 33,PDE  
  1986,03,23,042259.36, 24.577, 123.097,4.8, 33,PDE  
  1986,03,23,052206.66, 24.719, 123.111,4.9, 30,PDE  
  1986,03,23,060629.10, 24.780, 123.157,4.8, 33,PDE  
  1986,03,23,074301.24, 24.762, 123.022,4.8, 33,PDE  
  1986,03,23,080315.97, 24.955, 123.150,4.6, 33,PDE  
  1986,03,23,084836.17, 24.755, 123.041,4.7, 33,PDE  
  1986,03,23,103726.19, 24.689, 123.135,4.7, 33,PDE  
  1986,03,23,104219.50, 24.618, 122.643,4.6, 33,PDE  
  1986,03,23,110818.59, 24.719, 123.033,4.9, 33,PDE  
  1986,03,23,131556.55, 24.969, 123.447,4.5, 33,PDE  
  1986,03,23,140855.39, 24.772, 123.011,5.0, 45,PDE  
  1986,03,23,144400.58, 24.663, 122.815,4.5, 33,PDE  
  1986,03,23,174059.79, 24.888, 123.677,4.4, 33,PDE  
  1986,03,23,195543.29, 24.406, 122.594,4.6, 33,PDE  
  1986,03,24,023357.71, 24.773, 122.679,5.1, 31,PDE  
  1986,03,24,030032.22, 24.790, 123.105,4.4, 33,PDE  
  1986,03,24,032210.54, 24.880, 123.380,4.8, 33,PDE  
  1986,03,24,071145.34, 24.817, 123.153,4.9, 33,PDE  
  1986,03,24,073051.77, 24.714, 123.028,5.1, 26,PDE  
  1986,03,24,153626.49, 24.812, 123.351,4.6, 33,PDE  
  1986,03,24,181030.01, 24.903, 123.519,4.5, 33,PDE  
  1986,03,24,204553.30, 24.711, 123.252,4.5, 33,PDE  
  1986,03,24,221047.19, 24.876, 122.927,4.8, 33,PDE  
  1986,03,24,233000.24, 24.770, 123.238,4.3, 33,PDE  
  1986,03,24,235931.39, 24.943, 123.209,4.4, 33,PDE  
  1986,03,25,101740.97, 24.813, 122.903,5.0, 33,PDE  
  1986,03,25,104405.57, 24.984, 123.634,4.7, 33,PDE  
  1986,03,25,121347.02, 24.817, 123.160,5.1, 31,PDE  
  1986,03,25,130027.97, 24.712, 122.750,4.8, 33,PDE  
  1986,03,25,162002.87, 24.278, 122.390,4.3, 33,PDE  
  1986,03,26,074344.48, 24.836, 123.190,4.8, 33,PDE  
  1986,03,26,172035.38, 24.712, 122.845,5.0, 31,PDE  
  1986,03,27,003252.86, 24.688, 122.997,4.4, 33,PDE  
  1986,03,27,011418.82, 24.817, 123.292,4.4, 33,PDE  
  1986,03,27,234641.76, 24.737, 122.849,4.3, 33,PDE  
  1986,03,28,015917.67, 24.899, 123.034,4.9, 33,PDE  
  1986,03,28,040228.08, 24.703, 122.703,4.4, 33,PDE  
  1986,03,28,042714.89, 24.897, 123.360,4.6, 33,PDE  
  1986,03,28,235746.27, 24.782, 123.150,4.4, 33,PDE  
  1986,03,29,051906.64, 24.760, 122.883,3.8, 33,PDE  
  1986,03,29,092745.33, 24.774, 122.922,4.4, 33,PDE  
  1986,03,29,132548.19, 24.979, 123.250,4.4, 33,PDE  
  1986,03,30,035613.12, 24.813, 122.896,5.0, 33,PDE  
  1986,03,31,010903.91, 24.770, 122.810,4.6, 33,PDE  
  1986,04,02,162236.53, 23.989, 123.210,4.5, 33,PDE  
  1986,04,02,193249.98, 24.708, 122.924,4.3, 33,PDE  
  1986,04,03,084748.24, 24.825, 123.193,3.9, 33,PDE  
  1986,04,05,023848.67, 24.803, 123.245,4.7, 30,PDE  
  1986,04,06,050758.96, 25.021, 123.003,4.3, 33,PDE  
  1986,04,08,021503.11, 24.680, 121.834,4.4, 33,PDE  
  1986,04,08,095203.59, 25.134, 123.487,4.7, 10,PDE  
  1986,04,08,184425.98, 24.751, 124.382,4.5, 10,PDE  
  1986,04,09,042857.53, 24.277, 123.207,4.4, 33,PDE  
  1986,04,20,023419.82, 24.819, 123.376,5.0, 28,PDE  
  1986,04,20,031400.69, 24.895, 123.404,5.1, 33,PDE  
  1986,04,21,120024.51, 24.444, 123.110,4.0, 33,PDE  
  1986,04,21,151443.73, 24.604, 123.007,4.5, 33,PDE  
  1986,04,22,045032.85, 24.613, 122.643,4.3, 28,PDE  
  1986,04,29,165916.25, 24.952, 124.596,4.1, 33,PDE  
  1986,04,29,231221.63, 24.215, 122.161,4.1, 33,PDE  
  1986,05,06,065107.10, 24.952, 123.537,4.5, 72,PDE  
  1986,05,06,225019.86, 23.365, 123.693,4.4, 33,PDE  
  1986,05,18,193333.55, 24.917, 123.052,4.8, 33,PDE  
  1986,05,22,174723.84, 23.934, 121.686,4.9, 28,PDE  
  1986,05,22,210001.14, 23.982, 121.729,5.0, 31,PDE  
  1986,05,24,095813.46, 23.981, 121.743,4.7, 24,PDE  
  1986,05,24,100208.30, 23.979, 121.703,4.8, 24,PDE  
  1986,06,02,142134.35, 23.907, 123.362,5.2, 39,PDE  
  1986,06,04,124316.66, 23.982, 121.857,4.4, 33,PDE  
  1986,06,04,161457.44, 23.668, 121.965,4.7, 26,PDE  
  1986,06,04,162059.52, 23.951, 121.739,5.3, 20,PDE  
  1986,06,11,051646.71, 24.258, 121.894,4.2, 80,PDE  
  1986,06,19,015012.89, 24.840, 122.986,4.8, 33,PDE  
  1986,06,19,025410.93, 25.039, 124.550,4.1, 88,PDE  
  1986,07,05,114427.16, 24.604, 125.019,4.7, 39,PDE  
  1986,07,06,230456.38, 24.864, 122.949,5.0, 33,PDE  
  1986,07,11,170203.94, 24.329, 126.899,5.3, 33,PDE  
  1986,07,27,164800.88, 23.930, 122.620,4.2, 33,PDE  
  1986,07,30,113150.19, 24.611, 121.782,5.6, 33,PDE  
  1986,07,31,113635.45, 24.829, 122.761,5.2, 33,PDE  
  1986,08,26,071356.68, 24.872, 123.365,   ,116,PDE  
  1986,09,20,190011.74, 24.346, 122.750,   ,121,PDE  
  1986,09,21,084930.46, 23.755, 123.022,4.3, 33,PDE  
  1986,09,22,021758.05, 25.017, 123.622,4.7, 33,PDE  
  1986,09,22,060015.17, 24.409, 123.220,4.4, 33,PDE  
  1986,09,26,222503.57, 24.945, 127.965,4.3, 33,PDE  
  1986,09,27,171152.92, 23.453, 123.659,   , 33,PDE  
